================================================================================
P: A football player tackles an member of the opposing team .
H: People playing football .
label=1, predicted=1, correct
f=unigram_scarves, v=1, w=0.1676450396626793, v*w=0.1676450396626793
f=unigram_sitting, v=1, w=0.15861525698681056, v*w=0.15861525698681056
f=bigram_are_reading, v=1, w=0.1521919436744622, v*w=0.1521919436744622
f=bigram_are_people, v=1, w=0.13739149848447377, v*w=0.13739149848447377
f=unigram_pants, v=1, w=0.12845530450704454, v*w=0.12845530450704454
f=unigram_coats, v=1, w=0.12585802788672576, v*w=0.12585802788672576
f=bigram_on_the, v=1, w=0.12474800655387817, v*w=0.12474800655387817
f=unigram_two, v=1, w=0.12260180446350935, v*w=0.12260180446350935
f=bigram_coats_and, v=1, w=0.08188235718903217, v*w=0.08188235718903217
f=unigram_have, v=2, w=0.039415850001725976, v*w=0.07883170000345195
f=bigram_to_have, v=1, w=0.07618152282846412, v*w=0.07618152282846412
f=bigram_reading_,, v=1, w=0.07061126949367535, v*w=0.07061126949367535
f=bigram_on_,, v=1, w=0.06555803469942895, v*w=0.06555803469942895
f=unigram_subway, v=2, w=0.02404102376306773, v*w=0.04808204752613546
f=bigram_and_scarves, v=1, w=0.042520833469030475, v*w=0.042520833469030475
f=bigram_pants_., v=1, w=0.03616103379606462, v*w=0.03616103379606462
f=bigram_people_on, v=1, w=0.015931055151011713, v*w=0.015931055151011713
f=bigram_scarves_on, v=1, w=0.002521755710976581, v*w=0.002521755710976581
f=bigram_have_seemed, v=1, w=0, v*w=0
f=bigram_their_pants, v=1, w=0, v*w=0
f=bigram_seemed_to, v=1, w=0, v*w=0
f=bigram_with_coats, v=1, w=0, v*w=0
f=bigram_have_lost, v=1, w=0, v*w=0
f=bigram_lost_their, v=1, w=0, v*w=0
f=bigram_but_have, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=bigram_on_a, v=1, w=-3.6941557408380274e-06, v*w=-3.6941557408380274e-06
f=bigram_subway_., v=1, w=-0.0010031883351932077, v*w=-0.0010031883351932077
f=unigram_a, v=1, w=-0.0024239052585922536, v*w=-0.0024239052585922536
f=bigram_two_men, v=1, w=-0.0048989699733705365, v*w=-0.0048989699733705365
f=unigram_on, v=3, w=-0.0029334140976355447, v*w=-0.008800242292906634
f=unigram_with, v=1, w=-0.017849579505314447, v*w=-0.017849579505314447
f=unigram_men, v=1, w=-0.028411978133876824, v*w=-0.028411978133876824
f=bigram_,_but, v=1, w=-0.03520947000360755, v*w=-0.03520947000360755
f=unigram_seemed, v=1, w=-0.040754159889301846, v*w=-0.040754159889301846
f=unigram_,, v=2, w=-0.0210107357906898, v*w=-0.0420214715813796
f=bigram_subway_are, v=1, w=-0.05651484651258043, v*w=-0.05651484651258043
f=bigram_men_sitting, v=1, w=-0.06204548699452521, v*w=-0.06204548699452521
f=unigram_and, v=1, w=-0.0751160091009072, v*w=-0.0751160091009072
f=bigram_,_with, v=1, w=-0.07913884680445281, v*w=-0.07913884680445281
f=unigram_but, v=1, w=-0.10533804475346496, v*w=-0.10533804475346496
f=unigram_reading, v=1, w=-0.11753098250391968, v*w=-0.11753098250391968
f=unigram_their, v=1, w=-0.14326177856098374, v*w=-0.14326177856098374
f=unigram_lost, v=1, w=-0.2167869944601351, v*w=-0.2167869944601351
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=bigram_the_subway, v=1, w=-0.2687996567071295, v*w=-0.2687996567071295
f=bigram_sitting_on, v=1, w=-0.28402875416762685, v*w=-0.28402875416762685
f=unigram_to, v=1, w=-0.48944732742029523, v*w=-0.48944732742029523
f=unigram_are, v=2, w=-0.30915512766677145, v*w=-0.6183102553335429
================================================================================
P: Two Asian women wear sandals , long silk robes and hold umbrellas .
H: Women in Japan take shelter from the rain
label=0, predicted=0, correct
f=bigram_women_in, v=1, w=0.4394845533694556, v*w=0.4394845533694556
f=unigram_umbrellas, v=1, w=0.27465235831834917, v*w=0.27465235831834917
f=unigram_., v=1, w=0.15389083143632556, v*w=0.15389083143632556
f=unigram_wear, v=1, w=0.13225680501114037, v*w=0.13225680501114037
f=unigram_two, v=1, w=0.12260180446350935, v*w=0.12260180446350935
f=unigram_women, v=1, w=0.08677163771511837, v*w=0.08677163771511837
f=bigram_robes_and, v=1, w=0.03794666165149689, v*w=0.03794666165149689
f=bigram_,_long, v=1, w=0.03423082527243447, v*w=0.03423082527243447
f=bigram_umbrellas_., v=1, w=0.005327438480524565, v*w=0.005327438480524565
f=unigram_shelter, v=1, w=0.0037673548652597854, v*w=0.0037673548652597854
f=unigram_silk, v=1, w=0, v*w=0
f=bigram_women_wear, v=1, w=0, v*w=0
f=bigram_wear_sandals, v=1, w=0, v*w=0
f=bigram_japan_take, v=1, w=0, v*w=0
f=bigram_take_shelter, v=1, w=0, v*w=0
f=bigram_hold_umbrellas, v=1, w=0, v*w=0
f=bigram_silk_robes, v=1, w=0, v*w=0
f=bigram_long_silk, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=unigram_sandals, v=1, w=-0.013372301235014273, v*w=-0.013372301235014273
f=unigram_japan, v=1, w=-0.016977075530506498, v*w=-0.016977075530506498
f=bigram_in_japan, v=1, w=-0.016977075530506498, v*w=-0.016977075530506498
f=unigram_,, v=1, w=-0.0210107357906898, v*w=-0.0210107357906898
f=bigram_shelter_from, v=1, w=-0.028152478711489126, v*w=-0.028152478711489126
f=unigram_robes, v=1, w=-0.047316411476447336, v*w=-0.047316411476447336
f=bigram_and_hold, v=1, w=-0.059357616806840104, v*w=-0.059357616806840104
f=unigram_hold, v=1, w=-0.07265058484531002, v*w=-0.07265058484531002
f=bigram_sandals_,, v=1, w=-0.07311189510540642, v*w=-0.07311189510540642
f=unigram_asian, v=1, w=-0.07433451095947746, v*w=-0.07433451095947746
f=unigram_long, v=1, w=-0.07443982262937873, v*w=-0.07443982262937873
f=unigram_and, v=1, w=-0.0751160091009072, v*w=-0.0751160091009072
f=unigram_in, v=1, w=-0.08602513351516965, v*w=-0.08602513351516965
f=bigram_from_the, v=1, w=-0.10741941417946688, v*w=-0.10741941417946688
f=bigram_two_asian, v=1, w=-0.1523307356829233, v*w=-0.1523307356829233
f=bigram_asian_women, v=1, w=-0.16264496113730934, v*w=-0.16264496113730934
f=unigram_from, v=1, w=-0.16801892540366675, v*w=-0.16801892540366675
f=bigram_the_rain, v=1, w=-0.19088566276515886, v*w=-0.19088566276515886
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=unigram_rain, v=1, w=-0.278323930442694, v*w=-0.278323930442694
f=unigram_take, v=1, w=-0.29218496942656713, v*w=-0.29218496942656713
================================================================================
P: Seven people are riding bikes on a sandy track .
H: The people are racing .
label=0, predicted=0, correct
f=unigram_people, v=2, w=0.28882961393253187, v*w=0.5776592278650637
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=unigram_bikes, v=1, w=0.2883478894893738, v*w=0.2883478894893738
f=bigram_a_sandy, v=1, w=0.19127590799498206, v*w=0.19127590799498206
f=bigram_are_riding, v=1, w=0.15318292080794713, v*w=0.15318292080794713
f=unigram_sandy, v=1, w=0.14612810606870202, v*w=0.14612810606870202
f=unigram_track, v=1, w=0.08371594524184325, v*w=0.08371594524184325
f=bigram_track_., v=1, w=0.0503297163329013, v*w=0.0503297163329013
f=bigram_riding_bikes, v=1, w=0.021736655192219765, v*w=0.021736655192219765
f=bigram_people_are, v=2, w=0.008624136862461192, v*w=0.017248273724922384
f=unigram_riding, v=1, w=0.004006962054494547, v*w=0.004006962054494547
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=bigram_on_a, v=1, w=-3.6941557408380274e-06, v*w=-3.6941557408380274e-06
f=unigram_a, v=1, w=-0.0024239052585922536, v*w=-0.0024239052585922536
f=unigram_on, v=1, w=-0.0029334140976355447, v*w=-0.0029334140976355447
f=bigram_racing_., v=1, w=-0.02174675963032838, v*w=-0.02174675963032838
f=bigram_bikes_on, v=1, w=-0.04054623258006842, v*w=-0.04054623258006842
f=bigram_sandy_track, v=1, w=-0.04985376370561184, v*w=-0.04985376370561184
f=bigram_are_racing, v=1, w=-0.07644535917592352, v*w=-0.07644535917592352
f=bigram_seven_people, v=1, w=-0.1281326369028424, v*w=-0.1281326369028424
f=unigram_racing, v=1, w=-0.14519664472469307, v*w=-0.14519664472469307
f=unigram_seven, v=1, w=-0.14661830626052372, v*w=-0.14661830626052372
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=unigram_are, v=2, w=-0.30915512766677145, v*w=-0.6183102553335429
f=bigram_the_people, v=1, w=-0.6487899686924525, v*w=-0.6487899686924525
================================================================================
P: A couple bows their head as a man in a decorative robe reads from a scroll in Asia with a black late model station wagon in the background .
H: A black late model station wagon is in the background .
label=1, predicted=0, wrong
f=bigram_is_in, v=1, w=0.5681574003135156, v*w=0.5681574003135156
f=unigram_background, v=2, w=0.21758290007253922, v*w=0.43516580014507844
f=unigram_black, v=2, w=0.18273958814369576, v*w=0.3654791762873915
f=unigram_reads, v=1, w=0.32087176295146924, v*w=0.32087176295146924
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=unigram_station, v=2, w=0.138944324235159, v*w=0.277888648470318
f=unigram_head, v=1, w=0.18120535727461176, v*w=0.18120535727461176
f=bigram_a_man, v=1, w=0.16304572728321168, v*w=0.16304572728321168
f=bigram_a_couple, v=1, w=0.13699880201715922, v*w=0.13699880201715922
f=unigram_decorative, v=1, w=0.13118404976635936, v*w=0.13118404976635936
f=unigram_scroll, v=1, w=0.11195295762318802, v*w=0.11195295762318802
f=bigram_their_head, v=1, w=0.10746069974916782, v*w=0.10746069974916782
f=unigram_man, v=1, w=0.09125296665009319, v*w=0.09125296665009319
f=bigram_the_background, v=2, w=0.03454124960806758, v*w=0.06908249921613516
f=bigram_man_in, v=1, w=0.06080882426598919, v*w=0.06080882426598919
f=bigram_in_a, v=1, w=0.05844301263471668, v*w=0.05844301263471668
f=bigram_with_a, v=1, w=0.03303898737095512, v*w=0.03303898737095512
f=unigram_as, v=1, w=0.0029848788575000825, v*w=0.0029848788575000825
f=unigram_bows, v=1, w=0, v*w=0
f=bigram_scroll_in, v=1, w=0, v*w=0
f=bigram_a_scroll, v=1, w=0, v*w=0
f=bigram_asia_with, v=1, w=0, v*w=0
f=bigram_a_decorative, v=1, w=0, v*w=0
f=bigram_robe_reads, v=1, w=0, v*w=0
f=bigram_bows_their, v=1, w=0, v*w=0
f=bigram_station_wagon, v=2, w=0, v*w=0
f=bigram_black_late, v=2, w=0, v*w=0
f=bigram_late_model, v=2, w=0, v*w=0
f=bigram_model_station, v=2, w=0, v*w=0
f=bigram_wagon_in, v=1, w=0, v*w=0
f=bigram_wagon_is, v=1, w=0, v*w=0
f=bigram_reads_from, v=1, w=0, v*w=0
f=bigram_decorative_robe, v=1, w=0, v*w=0
f=bigram_couple_bows, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=bigram_head_as, v=1, w=-0.006193598813668846, v*w=-0.006193598813668846
f=unigram_a, v=4, w=-0.0024239052585922536, v*w=-0.009695621034369014
f=unigram_with, v=1, w=-0.017849579505314447, v*w=-0.017849579505314447
f=bigram_from_a, v=1, w=-0.05330866192437523, v*w=-0.05330866192437523
f=unigram_robe, v=1, w=-0.0766264409855793, v*w=-0.0766264409855793
f=unigram_is, v=1, w=-0.1087656479607868, v*w=-0.1087656479607868
f=bigram_a_black, v=1, w=-0.12256011522625536, v*w=-0.12256011522625536
f=unigram_their, v=1, w=-0.14326177856098374, v*w=-0.14326177856098374
f=unigram_late, v=2, w=-0.07228667290334886, v*w=-0.14457334580669773
f=bigram_in_the, v=2, w=-0.07759903285762955, v*w=-0.1551980657152591
f=unigram_from, v=1, w=-0.16801892540366675, v*w=-0.16801892540366675
f=unigram_asia, v=1, w=-0.16996188583975616, v*w=-0.16996188583975616
f=bigram_in_asia, v=1, w=-0.16996188583975616, v*w=-0.16996188583975616
f=bigram_as_a, v=1, w=-0.20240784109728296, v*w=-0.20240784109728296
f=unigram_couple, v=1, w=-0.23386439011698876, v*w=-0.23386439011698876
f=bigram_background_., v=2, w=-0.13276695606600442, v*w=-0.26553391213200883
f=unigram_in, v=4, w=-0.08602513351516965, v*w=-0.3441005340606786
f=unigram_model, v=2, w=-0.18750414191256295, v*w=-0.3750082838251259
f=unigram_wagon, v=2, w=-0.1904248145122254, v*w=-0.3808496290244508
f=unigram_the, v=2, w=-0.22461032956469507, v*w=-0.44922065912939013
================================================================================
P: Woman reading a book in a laundry room
H: The book is old .
label=0, predicted=0, correct
f=unigram_., v=1, w=0.15389083143632556, v*w=0.15389083143632556
f=unigram_woman, v=1, w=0.1413660042219838, v*w=0.1413660042219838
f=unigram_room, v=1, w=0.10648046421809733, v*w=0.10648046421809733
f=bigram_in_a, v=1, w=0.05844301263471668, v*w=0.05844301263471668
f=bigram_book_is, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=bigram_woman_reading, v=1, w=-0.0009634755801755583, v*w=-0.0009634755801755583
f=unigram_a, v=2, w=-0.0024239052585922536, v*w=-0.004847810517184507
f=bigram_the_book, v=1, w=-0.021206061084351517, v*w=-0.021206061084351517
f=unigram_laundry, v=1, w=-0.03868196453534195, v*w=-0.03868196453534195
f=bigram_book_in, v=1, w=-0.05759820998023465, v*w=-0.05759820998023465
f=unigram_in, v=1, w=-0.08602513351516965, v*w=-0.08602513351516965
f=bigram_laundry_room, v=1, w=-0.1065871004124614, v*w=-0.1065871004124614
f=unigram_is, v=1, w=-0.1087656479607868, v*w=-0.1087656479607868
f=unigram_reading, v=1, w=-0.11753098250391968, v*w=-0.11753098250391968
f=bigram_a_laundry, v=1, w=-0.13887837806562922, v*w=-0.13887837806562922
f=bigram_is_old, v=1, w=-0.17511706357735757, v*w=-0.17511706357735757
f=bigram_a_book, v=1, w=-0.17830882147533236, v*w=-0.17830882147533236
f=bigram_old_., v=1, w=-0.20384590256154278, v*w=-0.20384590256154278
f=bigram_reading_a, v=1, w=-0.21224117958823968, v*w=-0.21224117958823968
f=unigram_book, v=2, w=-0.10699955837421034, v*w=-0.21399911674842068
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=unigram_old, v=1, w=-0.3012004041582166, v*w=-0.3012004041582166
================================================================================
P: A man is standing in front of a building holding heart shaped balloons and a woman is crossing the street .
H: Someone is holding something outside .
label=1, predicted=1, correct
f=bigram_someone_is, v=1, w=0.5777010740554149, v*w=0.5777010740554149
f=bigram_outside_., v=1, w=0.5540998568355167, v*w=0.5540998568355167
f=unigram_someone, v=1, w=0.40447252873692463, v*w=0.40447252873692463
f=unigram_something, v=1, w=0.38743822918237647, v*w=0.38743822918237647
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=bigram_is_standing, v=1, w=0.28193247818870476, v*w=0.28193247818870476
f=bigram_is_holding, v=1, w=0.2754517290894173, v*w=0.2754517290894173
f=unigram_outside, v=1, w=0.19064031592173877, v*w=0.19064031592173877
f=bigram_front_of, v=1, w=0.1703695835980046, v*w=0.1703695835980046
f=bigram_a_man, v=1, w=0.16304572728321168, v*w=0.16304572728321168
f=bigram_holding_something, v=1, w=0.1439004913869718, v*w=0.1439004913869718
f=bigram_in_front, v=1, w=0.14264428437832066, v*w=0.14264428437832066
f=unigram_woman, v=1, w=0.1413660042219838, v*w=0.1413660042219838
f=unigram_holding, v=2, w=0.06563157717938507, v*w=0.13126315435877015
f=bigram_crossing_the, v=1, w=0.12844069120206947, v*w=0.12844069120206947
f=bigram_building_holding, v=1, w=0.09135583231628323, v*w=0.09135583231628323
f=unigram_man, v=1, w=0.09125296665009319, v*w=0.09125296665009319
f=bigram_the_street, v=1, w=0.08548946953250082, v*w=0.08548946953250082
f=unigram_standing, v=1, w=0.08080967127446863, v*w=0.08080967127446863
f=bigram_a_woman, v=1, w=0.07886436240659192, v*w=0.07886436240659192
f=bigram_something_outside, v=1, w=0.07674375701218658, v*w=0.07674375701218658
f=bigram_and_a, v=1, w=0.07472984430831016, v*w=0.07472984430831016
f=bigram_man_is, v=1, w=0.05138160861639206, v*w=0.05138160861639206
f=bigram_street_., v=1, w=0.049692966448765544, v*w=0.049692966448765544
f=unigram_crossing, v=1, w=0.04458538239882329, v*w=0.04458538239882329
f=unigram_street, v=1, w=0.03498371651720185, v*w=0.03498371651720185
f=bigram_of_a, v=1, w=0.0193813254754124, v*w=0.0193813254754124
f=unigram_shaped, v=1, w=0.016880722552691633, v*w=0.016880722552691633
f=bigram_is_crossing, v=1, w=0.016589249330479377, v*w=0.016589249330479377
f=bigram_holding_heart, v=1, w=0, v*w=0
f=bigram_balloons_and, v=1, w=0, v*w=0
f=bigram_heart_shaped, v=1, w=0, v*w=0
f=bigram_shaped_balloons, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=unigram_a, v=2, w=-0.0024239052585922536, v*w=-0.004847810517184507
f=bigram_a_building, v=1, w=-0.016483179809751156, v*w=-0.016483179809751156
f=bigram_standing_in, v=1, w=-0.0370957312135098, v*w=-0.0370957312135098
f=unigram_of, v=1, w=-0.05210813364358563, v*w=-0.05210813364358563
f=unigram_and, v=1, w=-0.0751160091009072, v*w=-0.0751160091009072
f=unigram_in, v=1, w=-0.08602513351516965, v*w=-0.08602513351516965
f=unigram_heart, v=1, w=-0.09581437109384354, v*w=-0.09581437109384354
f=unigram_front, v=1, w=-0.15463392971701118, v*w=-0.15463392971701118
f=unigram_balloons, v=1, w=-0.15851193737225838, v*w=-0.15851193737225838
f=bigram_woman_is, v=1, w=-0.2165005956233376, v*w=-0.2165005956233376
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=unigram_building, v=1, w=-0.2542368833908052, v*w=-0.2542368833908052
f=unigram_is, v=3, w=-0.1087656479607868, v*w=-0.3262969438823604
================================================================================
P: Two guys are wearing uniforms who are running in the grass .
H: Two guys in uniforms are playing a sport on the grass
label=0, predicted=1, wrong
f=unigram_uniforms, v=2, w=0.37126037058384126, v*w=0.7425207411676825
f=bigram_the_grass, v=2, w=0.2159550347515797, v*w=0.4319100695031594
f=bigram_two_guys, v=2, w=0.20779463819186844, v*w=0.4155892763837369
f=unigram_guys, v=2, w=0.18388115951798784, v*w=0.36776231903597567
f=unigram_sport, v=1, w=0.2767693781610365, v*w=0.2767693781610365
f=unigram_two, v=2, w=0.12260180446350935, v*w=0.2452036089270187
f=bigram_are_playing, v=1, w=0.2231982647481172, v*w=0.2231982647481172
f=unigram_grass, v=2, w=0.10257865311569789, v*w=0.20515730623139578
f=unigram_., v=1, w=0.15389083143632556, v*w=0.15389083143632556
f=bigram_a_sport, v=1, w=0.1524097510512907, v*w=0.1524097510512907
f=bigram_playing_a, v=1, w=0.1376726942668301, v*w=0.1376726942668301
f=bigram_wearing_uniforms, v=1, w=0.13104210190106108, v*w=0.13104210190106108
f=bigram_guys_are, v=1, w=0.12702414757929784, v*w=0.12702414757929784
f=bigram_on_the, v=1, w=0.12474800655387817, v*w=0.12474800655387817
f=bigram_in_uniforms, v=1, w=0.10375669678034266, v*w=0.10375669678034266
f=unigram_playing, v=1, w=0.030992236070607, v*w=0.030992236070607
f=bigram_uniforms_who, v=1, w=0, v*w=0
f=bigram_sport_on, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=unigram_a, v=1, w=-0.0024239052585922536, v*w=-0.0024239052585922536
f=unigram_on, v=1, w=-0.0029334140976355447, v*w=-0.0029334140976355447
f=unigram_who, v=1, w=-0.02970155020950331, v*w=-0.02970155020950331
f=bigram_uniforms_are, v=1, w=-0.03207435520025412, v*w=-0.03207435520025412
f=bigram_who_are, v=1, w=-0.032720670601290136, v*w=-0.032720670601290136
f=bigram_are_wearing, v=1, w=-0.04542478468935726, v*w=-0.04542478468935726
